State;City;Population;;;;
California;Guadalupe;7 271;;;;
Pennsylvania;New Cumberland;7 271;;;;
Florida;Odessa;7 267;;;;
Maryland;Westphalia;7 266;;;;
Maryland;Riverdale Park;7 266;;;;
New York;Wawayanda;7 266;;;;
Washington;Orting;7 266;;;;
Nebraska;Nebraska City;7 265;;;;
New Mexico;Zuni;7 262;;;;
Hawaii;Napili-Honokowai;7 261;;;;
Washington;Chehalis;7 261;;;;
Alabama;Concord-Hopkins;7 259;;;;
New Jersey;Strathmore;7 258;;;;
Indiana;Tell City;7 257;;;;
New Hampshire;Stratham;7 255;;;;
Georgia;Auburn;7 254;;;;
Illinois;Mendota;7 254;;;;
Arkansas;West Helena;7 249;;;;
Georgia;Nevils-Stilson;7 249;;;;
Michigan;St. Louis;7 249;;;;
Texas;Homestead Meadows South;7 247;;;;
New York;North Patchogue;7 246;;;;
Montana;Livingston;7 245;;;;
Iowa;Knoxville;7 244;;;;
Maryland;Bryans Road;7 244;;;;
Ohio;Grandview Heights;7 244;;;;
New Jersey;Smithville;7 242;;;;
New York;Southport;7 238;;;;
Mississippi;Kosciusko;7 237;;;;
Tennessee;South Bradley;7 237;;;;
Utah;Salem;7 237;;;;
Washington;Summit View;7 236;;;;
Pennsylvania;Shamokin;7 233;;;;
Tennessee;Stony Creek;7 231;;;;
New Hampshire;Swanzey;7 230;;;;
Vermont;Winooski;7 228;;;;
California;Hughson;7 227;;;;
New York;Hudson Falls;7 225;;;;
Florida;Beacon Square;7 224;;;;
Texas;Lampasas;7 223;;;;
Maine;South Berwick;7 220;;;;
Maine;Rockland;7 219;;;;
Nebraska;Ralston;7 216;;;;
Wisconsin;New London;7 216;;;;
Pennsylvania;Leacock-Leola-Bareville;7 214;;;;
Virginia;Stone Ridge;7 214;;;;
Maine;Cumberland;7 211;;;;
Connecticut;Putnam District;7 207;;;;
Texas;Seminole;7 206;;;;
Arkansas;Trumann;7 201;;;;
California;El Rio;7 198;;;;
Colorado;Woodland Park;7 194;;;;
Kentucky;Highland Heights;7 194;;;;
Texas;La Sara;7 190;;;;
New Jersey;Yardville;7 186;;;;
Colorado;Wellington;7 185;;;;
Hawaii;Makawao;7 184;;;;
Alabama;Demopolis;7 182;;;;
Wisconsin;Washington;7 182;;;;
Florida;Wildwood;7 181;;;;
Louisiana;Tallulah;7 181;;;;
Florida;Neptune Beach;7 180;;;;
Kentucky;Mount Sterling;7 178;;;;
Virginia;Lake of the Woods;7 177;;;;
New Mexico;Belen;7 175;;;;
Arkansas;Heber Springs;7 174;;;;
Pennsylvania;Glenolden;7 174;;;;
Florida;Southgate;7 173;;;;
Georgia;La Fayette;7 169;;;;
Georgia;Morrow;7 167;;;;
Wisconsin;Delafield;7 166;;;;
Texas;Manvel;7 165;;;;
Florida;Inverness;7 162;;;;
New Jersey;Keyport;7 162;;;;
Colorado;Applewood;7 160;;;;
Iowa;Hiawatha;7 157;;;;
Oklahoma;East Love;7 157;;;;
Wisconsin;Altoona;7 155;;;;
New York;Pleasantville;7 154;;;;
Ohio;Logan;7 154;;;;
Maryland;District 1;7 153;;;;
Georgia;Yellow River;7 152;;;;
Massachusetts;Pinehurst;7 152;;;;
Pennsylvania;Kennedy Township;7 152;;;;
Pennsylvania;Blandon;7 152;;;;
Texas;Floresville;7 149;;;;
Tennessee;Fort Campbell;7 148;;;;
California;Atherton;7 147;;;;
Mississippi;Gulf Hills;7 144;;;;
New Jersey;Madison Park;7 144;;;;
Vermont;Shelburne;7 144;;;;
Alabama;Pinson;7 143;;;;
Florida;Longboat Key;7 143;;;;
Florida;West Vero Corridor;7 138;;;;
Maryland;Jessup;7 137;;;;
Ohio;Independence;7 136;;;;
California;Sausalito;7 135;;;;
Georgia;Tyrone;7 135;;;;
Virginia;Mantua;7 135;;;;
Florida;Baker;7 134;;;;
North Carolina;Aberdeen;7 131;;;;
Tennessee;La Follette;7 131;;;;
Michigan;Walled Lake;7 129;;;;
Nebraska;Seward;7 128;;;;
New York;Hanover;7 127;;;;
New Hampshire;Gilford;7 126;;;;
South Dakota;Madison;7 126;;;;
Washington;Parkwood;7 126;;;;
Florida;Broadview Park;7 125;;;;
New Jersey;Pomona;7 124;;;;
South Carolina;Longs;7 123;;;;
New Hampshire;Pembroke;7 115;;;;
Oklahoma;Catoosa;7 114;;;;
Missouri;Pacific;7 113;;;;
Georgia;Mossy Creek;7 112;;;;
Florida;Green Cove Springs;7 109;;;;
Mississippi;Amory;7 107;;;;
Florida;Venice Gardens;7 104;;;;
Louisiana;Village St. George;7 104;;;;
Tennessee;Fayetteville;7 102;;;;
Virginia;Fort Belvoir;7 100;;;;
Illinois;University Park;7 095;;;;
New York;East Hills;7 093;;;;
Maryland;Ocean City;7 089;;;;
Oregon;Milton-Freewater;7 088;;;;
Massachusetts;Dighton;7 086;;;;
Texas;Celina;7 086;;;;
North Carolina;Mills River;7 085;;;;
Georgia;Port Wentworth;7 080;;;;
New York;Pompey;7 080;;;;
Washington;Pacific;7 079;;;;
Illinois;Clinton;7 078;;;;
Tennessee;Southeast Nolichucky;7 078;;;;
Pennsylvania;Archbald;7 075;;;;
Mississippi;Richland;7 071;;;;
New York;West Glens Falls;7 071;;;;
Florida;West St. Lucie;7 070;;;;
Kentucky;Grants Lick;7 067;;;;
Utah;Providence;7 066;;;;
New Jersey;Dayton;7 063;;;;
Texas;Cuero;7 063;;;;
Florida;Mims;7 058;;;;
Kansas;Valley Center;7 057;;;;
Florida;Sanibel;7 056;;;;
Maryland;Savage;7 054;;;;
Missouri;Sullivan;7 054;;;;
Tennessee;Savannah;7 053;;;;
New Jersey;Linwood;7 052;;;;
Kentucky;Coxs Creek;7 050;;;;
Ohio;Huron;7 045;;;;
Louisiana;Eden Isle;7 041;;;;
Kentucky;Russellville;7 038;;;;
Pennsylvania;Huntingdon;7 037;;;;
Ohio;Delphos;7 036;;;;
Michigan;Marshall;7 035;;;;
Illinois;Mount Carmel;7 034;;;;
Nebraska;Crete;7 034;;;;
Pennsylvania;Ridley Park;7 034;;;;
Indiana;Lakes of the Four Seasons;7 033;;;;
New Jersey;Milltown;7 032;;;;
Florida;Perry;7 031;;;;
Missouri;Bonne Terre;7 031;;;;
Ohio;Bellbrook;7 031;;;;
South Carolina;Camden;7 030;;;;
California;San Martin;7 027;;;;
New York;Pelham;7 025;;;;
Ohio;Withamsville;7 021;;;;
Maryland;Baltimore Highlands;7 019;;;;
New York;Mount Hope;7 018;;;;
Illinois;Benton;7 016;;;;
Virginia;Galax;7 014;;;;
Hawaii;North Kohala;7 013;;;;
Florida;Lake Lorraine;7 010;;;;
Oklahoma;Idabel;7 010;;;;
New York;Norwich;7 009;;;;
New York;Milo;7 006;;;;
Oregon;Umatilla;7 005;;;;
New York;Nyack;7 002;;;;
Arkansas;East End;6 998;;;;
California;Mount Baldy-Wrightwood;6 995;;;;
Georgia;Coopers;6 995;;;;
Louisiana;St. Gabriel;6 993;;;;
Tennessee;Fairfield Glade;6 989;;;;
Georgia;Austell;6 985;;;;
Illinois;Vandalia;6 984;;;;
New York;Williamson;6 984;;;;
California;Ione;6 983;;;;
Florida;West Wakulla;6 983;;;;
Florida;North Sarasota;6 982;;;;
New York;Orange Lake;6 982;;;;
Pennsylvania;Milton;6 982;;;;
Texas;Kaufman;6 982;;;;
Ohio;Kenwood;6 981;;;;
Wisconsin;Sturtevant;6 981;;;;
Louisiana;Old Jefferson;6 980;;;;
Kentucky;Morehead;6 978;;;;
New Jersey;Rumson;6 978;;;;
Oregon;Tumalo;6 978;;;;
Missouri;Marshfield;6 977;;;;
Missouri;Valley Park;6 976;;;;
South Carolina;Burton;6 976;;;;
Rhode Island;Kingston;6 974;;;;
Texas;Roanoke;6 974;;;;
Connecticut;New Hartford;6 970;;;;
Florida;Live Oak;6 969;;;;
Michigan;Freeland;6 969;;;;
Florida;Port St. Lucie-River Park;6 968;;;;
Ohio;Portage Lakes;6 968;;;;
New York;New Paltz;6 966;;;;
Colorado;La Junta;6 964;;;;
Florida;Pompano Beach Highlands;6 964;;;;
Kansas;Pratt;6 963;;;;
Louisiana;Plaquemine;6 963;;;;
Ohio;Cortland;6 963;;;;
Texas;Cameron Park;6 963;;;;
Texas;Meadows Place;6 958;;;;
California;Desert Palms;6 957;;;;
Michigan;Bridgeport;6 950;;;;
New Jersey;Stratford;6 944;;;;
North Carolina;Etowah;6 944;;;;
California;Winters;6 941;;;;
Connecticut;Westbrook;6 938;;;;
Tennessee;Dunn Creek;6 937;;;;
Washington;Terrace Heights;6 937;;;;
Montana;Laurel;6 936;;;;
Missouri;Black Jack;6 935;;;;
Tennessee;Colonial Heights;6 934;;;;
North Carolina;Kill Devil Hills;6 931;;;;
Illinois;Litchfield;6 930;;;;
Arizona;Tolleson;6 929;;;;
Nevada;Moapa Valley;6 924;;;;
New York;Hoosick;6 924;;;;
Georgia;Campton;6 920;;;;
Hawaii;Hickam Housing;6 920;;;;
Texas;Manor;6 920;;;;
Maryland;Robinwood;6 918;;;;
New York;Great Neck Plaza;6 918;;;;
Oklahoma;Blackwell;6 917;;;;
Massachusetts;West Bridgewater;6 916;;;;
Nebraska;Sidney;6 914;;;;
Texas;Fair Oaks Ranch;6 914;;;;
Tennessee;South Cleveland;6 912;;;;
California;Alta Sierra;6 911;;;;
Louisiana;Ponchatoula;6 907;;;;
Pennsylvania;Homeacre-Lyndora;6 906;;;;
Tennessee;Fisherville;6 906;;;;
Minnesota;Belle Plaine;6 902;;;;
Colorado;Stratmoor;6 900;;;;
Pennsylvania;Tamaqua;6 899;;;;
Pennsylvania;Ambridge;6 895;;;;
Ohio;Milford;6 892;;;;
Texas;Ben Wheeler-Edom;6 892;;;;
Delaware;Georgetown;6 891;;;;
California;Oasis;6 890;;;;
North Carolina;King;6 887;;;;
Illinois;Greenville;6 885;;;;
Minnesota;Minnetrista;6 885;;;;
Maine;Gorham;6 882;;;;
New York;North Syracuse;6 882;;;;
Tennessee;Newport;6 880;;;;
New York;Mount Ivy;6 878;;;;
Florida;Boyette;6 874;;;;
Texas;Lantana;6 874;;;;
Kentucky;Leitchfield;6 872;;;;
California;Pollock Pines;6 871;;;;
New York;Viola;6 868;;;;
Montana;Whitefish;6 864;;;;
Tennessee;Calhoun-Riceville;6 863;;;;
Vermont;St. Albans;6 860;;;;
New York;Mechanicstown;6 858;;;;
New Jersey;Fairfield;6 856;;;;
Oregon;Scappoose;6 856;;;;
New York;Walden;6 855;;;;
Virginia;Laurel Hill;6 855;;;;
California;Mira Monte;6 854;;;;
Louisiana;Schriever;6 853;;;;
Alabama;Craig-Tyler;6 843;;;;
Iowa;Atlantic;6 842;;;;
Kansas;Roeland Park;6 840;;;;
New York;Scriba;6 840;;;;
New Jersey;Mountainside;6 837;;;;
West Virginia;Nitro;6 837;;;;
Colorado;Orchard Mesa;6 836;;;;
California;Mountain Empire;6 830;;;;
Montana;South Yellowstone;6 826;;;;
New Jersey;Barrington;6 826;;;;
Washington;Northeast Yakima;6 825;;;;
Tennessee;Lantana;6 822;;;;
Texas;Carthage;6 822;;;;
New York;Granby;6 821;;;;
Minnesota;St. Joseph;6 820;;;;
Massachusetts;North Amherst;6 819;;;;
New York;Hewlett;6 819;;;;
Ohio;Kirtland;6 819;;;;
Illinois;Stickney;6 818;;;;
California;Briones;6 817;;;;
New York;Carmel Hamlet;6 817;;;;
Michigan;Buena Vista;6 816;;;;
Ohio;Martins Ferry;6 814;;;;
Florida;Fort Myers Beach;6 811;;;;
Tennessee;Powell Valley;6 811;;;;
Florida;Treasure Island;6 810;;;;
California;Huron;6 806;;;;
Colorado;Aspen;6 805;;;;
Maryland;Stevensville;6 803;;;;
South Carolina;Macedonia;6 803;;;;
Maryland;Darnestown;6 802;;;;
Wisconsin;Jackson;6 802;;;;
Colorado;Gypsum;6 797;;;;
Montana;Lockwood;6 797;;;;
Georgia;Thalmann;6 792;;;;
Georgia;Whitemarsh Island;6 792;;;;
Georgia;Ivylog;6 791;;;;
Texas;Hornsby Bend;6 791;;;;
Alabama;Hamilton;6 790;;;;
New York;Myers Corner;6 790;;;;
New Jersey;Allendale;6 789;;;;
Ohio;Groesbeck;6 788;;;;
California;Crescent City;6 786;;;;
New York;Warwick;6 785;;;;
New Jersey;North Caldwell;6 783;;;;
Ohio;Landen;6 782;;;;
New York;Ridgeway;6 780;;;;
Iowa;Nevada;6 779;;;;
California;South Monrovia Island;6 777;;;;
Utah;Roosevelt;6 777;;;;
New York;Porter;6 771;;;;
Connecticut;Cos Cob;6 770;;;;
Georgia;Fairview;6 769;;;;
Hawaii;Kau;6 768;;;;
California;East Porterville;6 767;;;;
North Carolina;Ogden;6 766;;;;
New York;West Point;6 763;;;;
Pennsylvania;Feasterville-Trevose;6 763;;;;
Georgia;Washington-Metasville;6 762;;;;
Florida;Opa-locka North;6 760;;;;
Massachusetts;Dalton;6 756;;;;
Colorado;East Adams;6 755;;;;
Maryland;Bowleys Quarters;6 755;;;;
Wisconsin;Buchanan;6 755;;;;
Maryland;Taneytown;6 752;;;;
Tennessee;Church Hill;6 752;;;;
New Hampshire;Atkinson;6 751;;;;
South Carolina;Marion;6 751;;;;
Florida;Dade City;6 750;;;;
Arkansas;De Queen;6 749;;;;
Arkansas;Morrilton;6 748;;;;
New York;Bayville;6 748;;;;
Alabama;Brook Highland;6 746;;;;
Pennsylvania;Maple Glen;6 742;;;;
Washington;Boistfort;6 742;;;;
South Dakota;Sturgis;6 741;;;;
Wisconsin;Fox Point;6 740;;;;
Pennsylvania;Souderton;6 739;;;;
Washington;Stanwood;6 739;;;;
Washington;Sequim;6 737;;;;
New York;Clarkson;6 736;;;;
Tennessee;Walden Ridge;6 736;;;;
Wyoming;Torrington;6 736;;;;
Oklahoma;Piedmont;6 734;;;;
Florida;Willow Oak;6 732;;;;
South Carolina;Lake City;6 732;;;;
Utah;South Weber;6 731;;;;
Illinois;Winthrop Harbor;6 730;;;;
California;Loomis;6 728;;;;
Kentucky;Taylor Mill;6 728;;;;
Virginia;Aquia Harbour;6 727;;;;
Georgia;Waresboro;6 724;;;;
Oklahoma;Anadarko;6 723;;;;
Pennsylvania;Clairton;6 720;;;;
Maryland;Brandywine;6 719;;;;
Oklahoma;Grove;6 717;;;;
Pennsylvania;West View;6 717;;;;
Indiana;Nappanee;6 715;;;;
Texas;La Rue-Poynor;6 714;;;;
New York;Oyster Bay;6 707;;;;
Florida;St. Augustine Beach;6 706;;;;
Pennsylvania;Parkville;6 706;;;;
Florida;Wedgefield;6 705;;;;
Massachusetts;Whitinsville;6 704;;;;
Texas;Melissa;6 703;;;;
New York;Manorhaven;6 700;;;;
New York;East Rochester;6 699;;;;
Texas;Hempstead;6 699;;;;
Illinois;North Riverside;6 698;;;;
Oklahoma;South Marshall;6 698;;;;
North Carolina;Gibsonville;6 697;;;;
Tennessee;Bethesda;6 697;;;;
Pennsylvania;Lower Allen;6 694;;;;
Texas;Silsbee;6 692;;;;
Wisconsin;Kimberly;6 691;;;;
Arizona;Wickenburg;6 685;;;;
Tennessee;Greenbrier;6 685;;;;
Connecticut;Essex;6 683;;;;
Virginia;Ettrick;6 682;;;;
Colorado;Air Force Academy;6 680;;;;
New York;Horseheads;6 678;;;;
Pennsylvania;California;6 678;;;;
Alabama;Opp;6 677;;;;
Maine;Belfast;6 677;;;;
New York;Seneca Falls;6 677;;;;
North Dakota;Valley City;6 676;;;;
Montana;Crow Reservation;6 674;;;;
New York;Fenton;6 674;;;;
Oregon;Garden Home-Whitford;6 674;;;;
New York;South Hill;6 673;;;;
New York;Cedarhurst;6 672;;;;
New Mexico;San Juan Pueblo;6 671;;;;
Utah;Santa Clara;6 671;;;;
Georgia;Barnesville;6 670;;;;
Georgia;Hapeville;6 669;;;;
Minnesota;Litchfield;6 668;;;;
Pennsylvania;Clifton Heights;6 668;;;;
South Carolina;Welcome;6 668;;;;
Massachusetts;Newbury;6 666;;;;
New York;East Shoreham;6 666;;;;
Wisconsin;Cottage Grove;6 664;;;;
Texas;Abram-Perezville;6 663;;;;
Alaska;Steele Creek;6 662;;;;
Indiana;Scottsburg;6 662;;;;
North Carolina;Trinity;6 662;;;;
Maryland;District 7;6 661;;;;
Pennsylvania;Ancient Oaks;6 661;;;;
Tennessee;Millersville;6 660;;;;
South Carolina;Dillon;6 658;;;;
Washington;Fircrest;6 658;;;;
California;Boyes Hot Springs;6 656;;;;
Tennessee;Unionville;6 652;;;;
New York;Monticello;6 651;;;;
Washington;Wollochet;6 651;;;;
West Virginia;Pea Ridge;6 650;;;;
Tennessee;Sale Creek;6 648;;;;
Arizona;Humboldt;6 646;;;;
California;Thermalito;6 646;;;;
Florida;Viera West;6 641;;;;
Tennessee;Dibrell;6 640;;;;
Indiana;North Vernon;6 636;;;;
Pennsylvania;Folcroft;6 636;;;;
Texas;Lacy-Lakeview;6 633;;;;
Oklahoma;Tecumseh;6 631;;;;
Alabama;Oneonta;6 627;;;;
Indiana;Bargersville;6 627;;;;
New York;Tuckahoe;6 623;;;;
California;Portola Hills;6 618;;;;
Georgia;Thomson;6 618;;;;
Tennessee;Green Hill;6 618;;;;
Texas;Elsa;6 617;;;;
New York;East Glenville;6 616;;;;
Washington;Normandy Park;6 615;;;;
Washington;Wynoochee;6 614;;;;
New York;Tappan;6 613;;;;
New Jersey;Wharton;6 612;;;;
Colorado;Gleneagle;6 611;;;;
Connecticut;Old Greenwich;6 611;;;;
Oregon;Northwest Josephine;6 605;;;;
North Carolina;Oak Ridge;6 604;;;;
Virginia;Buena Vista;6 603;;;;
Alabama;Montevallo;6 601;;;;
New York;Canton;6 601;;;;
New York;Collins;6 601;;;;
Idaho;Emmett;6 599;;;;
New York;Springs;6 592;;;;
Pennsylvania;Wilkins Township;6 592;;;;
Kansas;Abilene;6 590;;;;
Massachusetts;Stow;6 590;;;;
Vermont;Middlebury;6 588;;;;
Michigan;Shields;6 587;;;;
South Carolina;Centerville;6 586;;;;
Arizona;Big Park;6 584;;;;
Oklahoma;Noble;6 583;;;;
Maryland;Forest Glen;6 582;;;;
New York;Irvington;6 581;;;;
Georgia;Commerce;6 580;;;;
Utah;Ogden Valley;6 580;;;;
California;Gridley;6 578;;;;
Washington;North Bend;6 578;;;;
New York;Roslyn Heights;6 577;;;;
New York;Hudson;6 576;;;;
Colorado;Carbondale;6 574;;;;
Indiana;Mount Vernon;6 573;;;;
Colorado;Eagle;6 572;;;;
Washington;Lake Shore;6 571;;;;
Massachusetts;Cochituate;6 569;;;;
Florida;Siesta Key;6 565;;;;
Wisconsin;Lake Hallie;6 565;;;;
Oregon;Redland;6 564;;;;
Texas;Crockett;6 564;;;;
Pennsylvania;Richboro;6 563;;;;
Ohio;Upper Sandusky;6 561;;;;
Virginia;Strasburg;6 559;;;;
Wisconsin;Ledgeview;6 555;;;;
Florida;Southeast Arcadia;6 554;;;;
Ohio;Rittman;6 554;;;;
Oregon;West Slope;6 554;;;;
Texas;Lucas;6 554;;;;
New York;Lawrence;6 553;;;;
Ohio;Hillsboro;6 550;;;;
Georgia;North Ogeechee;6 547;;;;
Washington;Airway Heights;6 545;;;;
Tennessee;Lyles-Wrigley;6 544;;;;
Tennessee;Knob Creek;6 543;;;;
Arizona;Youngtown;6 542;;;;
Florida;Inverness Highlands South;6 542;;;;
Oklahoma;Tuttle;6 542;;;;
Indiana;Batesville;6 541;;;;
Florida;Silver Springs Shores;6 539;;;;
Illinois;Geneseo;6 537;;;;
New Jersey;Laurence Harbor;6 536;;;;
New Jersey;Yorketown;6 535;;;;
Oregon;Madras;6 533;;;;
Michigan;Ishpeming;6 532;;;;
Florida;Belle Isle;6 528;;;;
Louisiana;Leesville;6 528;;;;
Connecticut;Killingworth;6 525;;;;
California;Palomar-Julian;6 523;;;;
Connecticut;New Milford;6 523;;;;
Washington;Clover Creek;6 522;;;;
Massachusetts;Harvard;6 520;;;;
Alaska;Palmer;6 515;;;;
North Carolina;Hamlet;6 513;;;;
Tennessee;Henderson;6 513;;;;
Pennsylvania;Catasauqua;6 512;;;;
New York;Calverton;6 510;;;;
Pennsylvania;Ambler;6 506;;;;
Maryland;Lutherville;6 504;;;;
Ohio;Rossford;6 499;;;;
California;Ladera Heights;6 498;;;;
Ohio;Champion Heights;6 498;;;;
California;Vandenberg Village;6 497;;;;
Washington;Tanglewilde-Thompson Place;6 497;;;;
Oregon;Seaside;6 492;;;;
Nevada;Johnson Lane;6 490;;;;
Nebraska;Plattsmouth;6 487;;;;
Nebraska;Elkhorn;6 486;;;;
New York;Lee;6 486;;;;
California;Kentfield;6 485;;;;
New York;East Farmingdale;6 484;;;;
Pennsylvania;Prospect Park;6 484;;;;
Massachusetts;Medfield;6 483;;;;
New Jersey;Rockaway;6 483;;;;
California;Castroville;6 481;;;;
Texas;Lago Vista;6 478;;;;
Arkansas;Farmington;6 477;;;;
Pennsylvania;Forest Hills;6 477;;;;
Indiana;Ellettsville;6 475;;;;
Missouri;St. John;6 475;;;;
Pennsylvania;Blakely;6 475;;;;
Arkansas;Pocahontas;6 474;;;;
Florida;Fort Pierce North;6 474;;;;
Montana;Sidney;6 473;;;;
Oregon;Chehalem Mountain;6 472;;;;
Missouri;De Soto;6 471;;;;
Georgia;Eatonton;6 466;;;;
New Jersey;Washington;6 466;;;;
Virginia;Bedford;6 466;;;;
Minnesota;Spring Lake Park;6 464;;;;
Utah;Ephraim;6 463;;;;
Michigan;Milford;6 461;;;;
Massachusetts;Groveland;6 459;;;;
Pennsylvania;Corry;6 457;;;;
Hawaii;Lihue;6 455;;;;
New York;Solvay;6 455;;;;
Maryland;Cheverly;6 449;;;;
Alabama;Lanett;6 447;;;;
California;Nuevo;6 447;;;;
Colorado;Avon;6 447;;;;
Ohio;Covedale;6 447;;;;
Texas;Los Fresnos;6 447;;;;
New York;Mattydale;6 446;;;;
North Carolina;Unionville;6 442;;;;
Washington;Sudden Valley;6 441;;;;
Maryland;Thurmont;6 439;;;;
Alabama;Lincoln;6 438;;;;
Ohio;Wheelersburg;6 437;;;;
Pennsylvania;Edinboro;6 437;;;;
Ohio;Belpre;6 436;;;;
Tennessee;Indian Mound-Bumpus Mills;6 436;;;;
Washington;Brier;6 434;;;;
Michigan;South Monroe;6 433;;;;
Texas;Gladewater;6 432;;;;
Florida;Islamorada;6 428;;;;
New York;Wilna;6 427;;;;
Pennsylvania;Oakmont;6 426;;;;
Maryland;Riverside;6 425;;;;
Rhode Island;Exeter;6 425;;;;
Colorado;Cherry Hills Village;6 423;;;;
Illinois;Bartonville;6 423;;;;
Michigan;Whitmore Lake;6 423;;;;
Tennessee;Nolensville;6 423;;;;
Wyoming;Douglas;6 423;;;;
Idaho;Middleton;6 420;;;;
Mississippi;Waveland;6 419;;;;
New Mexico;Aztec;6 419;;;;
New York;Bronxville;6 418;;;;
Florida;Macclenny;6 417;;;;
Alaska;Bethel;6 415;;;;
Ohio;Sandusky South;6 413;;;;
Massachusetts;Berkley;6 411;;;;
Texas;Elm Mott;6 408;;;;
Oregon;Brookings;6 407;;;;
Washington;Riverton;6 407;;;;
Wyoming;Powell;6 407;;;;
Georgia;Lovejoy;6 406;;;;
Arizona;Reservation;6 405;;;;
Connecticut;Marlborough;6 404;;;;
Florida;Inwood;6 403;;;;
New York;Pendleton;6 397;;;;
West Virginia;Hurricane;6 396;;;;
Colorado;Monument;6 391;;;;
Ohio;Union;6 391;;;;
Pennsylvania;Stowe Township;6 391;;;;
Texas;Iowa Park;6 391;;;;
Illinois;Metropolis;6 390;;;;
Virginia;South Run;6 389;;;;
Florida;Lauderdale-by-the-Sea;6 388;;;;
North Carolina;Hillsborough;6 388;;;;
Georgia;Flowery Branch;6 385;;;;
Texas;Camp Swift;6 383;;;;
Florida;Wimauma;6 373;;;;
Washington;North Beach;6 371;;;;
Kentucky;Cynthiana;6 365;;;;
Ohio;Moraine;6 365;;;;
Tennessee;South Cannon;6 365;;;;
Maryland;Hampstead;6 363;;;;
California;Cherry Valley;6 362;;;;
Hawaii;Waikoloa Village;6 362;;;;
Massachusetts;Lincoln;6 362;;;;
West Virginia;Princeton;6 359;;;;
Michigan;Huntington Woods;6 357;;;;
Michigan;Carrollton;6 352;;;;
Virginia;Bellwood;6 352;;;;
Ohio;Howland Center;6 351;;;;
Pennsylvania;Franklin;6 350;;;;
Florida;Pelican Bay;6 346;;;;
Oregon;Scio-Lacomb;6 346;;;;
Texas;Harleton;6 345;;;;
Michigan;Eastwood;6 340;;;;
Oklahoma;Purcell;6 340;;;;
Washington;West Lake Sammamish;6 340;;;;
Texas;Decatur;6 339;;;;
Massachusetts;Merrimac;6 338;;;;
Georgia;Dahlonega;6 337;;;;
Tennessee;Barnard;6 335;;;;
Oklahoma;Collinsville;6 334;;;;
Pennsylvania;Linglestown;6 334;;;;
New Jersey;Margate City;6 333;;;;
Pennsylvania;Arlington Heights;6 333;;;;
Florida;Kathleen;6 332;;;;
Pennsylvania;South Williamsport;6 330;;;;
Ohio;Columbiana;6 329;;;;
Utah;Farr West;6 329;;;;
Florida;West Miami;6 326;;;;
New Mexico;Raton;6 326;;;;
Washington;Clarkston Heights-Vineland;6 326;;;;
California;Roseland;6 325;;;;
Mississippi;Louisville;6 325;;;;
Oregon;Talent;6 323;;;;
Texas;Canutillo;6 321;;;;
Indiana;Garrett;6 319;;;;
Mississippi;Columbia;6 319;;;;
Pennsylvania;Red Lion;6 319;;;;
Texas;White Oak;6 318;;;;
Texas;Everman;6 315;;;;
Tennessee;Lynchburg;6 313;;;;
Ohio;Clyde;6 312;;;;
Alaska;Kodiak;6 304;;;;
South Carolina;Gramling;6 304;;;;
Kansas;Eudora;6 303;;;;
New Mexico;Zuni Pueblo;6 302;;;;
South Carolina;Valley Falls;6 299;;;;
Illinois;Johnsburg;6 297;;;;
Maine;Skowhegan;6 297;;;;
South Carolina;Homeland Park;6 296;;;;
New York;Verona;6 293;;;;
California;Holtville;6 290;;;;
Georgia;Bremen;6 290;;;;
Maryland;Glenarden;6 290;;;;
Kansas;Mulvane;6 289;;;;
Florida;Pembroke Park;6 287;;;;
Texas;Kermit;6 286;;;;
Texas;Sealy;6 286;;;;
Ohio;Jackson;6 284;;;;
North Carolina;Woodfin;6 283;;;;
Kentucky;Fairdealing;6 279;;;;
Wisconsin;Bloomfield;6 278;;;;
Texas;Willis;6 275;;;;
California;Carmel Valley;6 266;;;;
Georgia;Red Bud;6 266;;;;
New York;East Aurora;6 264;;;;
Louisiana;Red Chute;6 261;;;;
Alabama;Tarrant;6 257;;;;
North Carolina;Selma;6 257;;;;
Washington;Leavenworth-Lake Wenatchee;6 255;;;;
Hawaii;Wailea-Makena;6 251;;;;
Kentucky;Pine Grove;6 249;;;;
New Jersey;Carlstadt;6 248;;;;
Alabama;Danville;6 242;;;;
New Jersey;Ramtown;6 242;;;;
New Mexico;Southwest Chaves;6 240;;;;
Texas;Bridgeport;6 239;;;;
Louisiana;Walker;6 238;;;;
Indiana;Salem;6 236;;;;
Indiana;Dunlap;6 235;;;;
California;Ben Lomond;6 234;;;;
Georgia;Conley;6 228;;;;
North Carolina;Cullowhee;6 228;;;;
Georgia;Phoenix;6 227;;;;
Pennsylvania;Bellefonte;6 227;;;;
Texas;Mila Doce;6 222;;;;
Washington;Belfair;6 221;;;;
Washington;Hobart;6 221;;;;
California;Aptos;6 220;;;;
Florida;Indian River Estates;6 220;;;;
Washington;Otis Orchards-East Farms;6 220;;;;
Tennessee;Harriman;6 219;;;;
Illinois;East Alton;6 215;;;;
Utah;Plain City;6 214;;;;
Washington;Olympic;6 212;;;;
Alabama;Cloverdale;6 209;;;;
New York;East Garden City;6 208;;;;
South Carolina;Darlington;6 206;;;;
Missouri;Shrewsbury;6 205;;;;
Ohio;Pepper Pike;6 205;;;;
Indiana;Portland;6 204;;;;
Maine;Eliot;6 204;;;;
