#source: https://catalogue.data.govt.nz/dataset/marine-litter-2018-2019
SurveyArea,SurveyDate,SurveyId,Region,MonitoringSite,SurveyLengthMeters,AboveHighTideMeters,BelowHighTideMeters,SurveyStartDateTime,SurveyEndDateTime,TotalNumberOfCitizenScientists,AuditStartDateTime,AuditEndDateTime,NumberOfAuditors,LitterCategory,LitterItem,Count,Weight,WeightConfidence,Grade,SurveyAreaLatitudeStart,SurveyAreaLongitudeStart,SurveyAreaLatitudeEnd,SurveyAreaLongitudeEnd
Pine hill reserve,2019-04-02,89,Tasman,Ruby Bay,100,10,10,4/2/2019 6:44:00 PM,4/2/2019 7:17:00 PM,15,4/2/2019 7:25:00 PM,4/2/2019 8:00:00 PM,15,Foamed Plastic,Foam sponge,11,2,Low,N/A,-41.22913,173.08438,-41.22996,173.08486
Pine hill reserve,2019-04-02,89,Tasman,Ruby Bay,100,10,10,4/2/2019 6:44:00 PM,4/2/2019 7:17:00 PM,15,4/2/2019 7:25:00 PM,4/2/2019 8:00:00 PM,15,Plastic,Bottle caps & lids,1,2,High,N/A,-41.22913,173.08438,-41.22996,173.08486
Pine hill reserve,2019-04-02,89,Tasman,Ruby Bay,100,10,10,4/2/2019 6:44:00 PM,4/2/2019 7:17:00 PM,15,4/2/2019 7:25:00 PM,4/2/2019 8:00:00 PM,15,Plastic,Gardening & farming related,1,1,Low,N/A,-41.22913,173.08438,-41.22996,173.08486
Pine hill reserve,2019-04-02,89,Tasman,Ruby Bay,100,10,10,4/2/2019 6:44:00 PM,4/2/2019 7:17:00 PM,15,4/2/2019 7:25:00 PM,4/2/2019 8:00:00 PM,15,Plastic,Food wrappers,7,1,Low,N/A,-41.22913,173.08438,-41.22996,173.08486
Pipe,2019-02-22,69,Gisborne,Midway Beach,100,10,10,2/22/2019 12:56:00 PM,2/22/2019 1:11:00 PM,15,2/22/2019 1:41:00 PM,2/22/2019 1:41:00 PM,12,Plastic,Resin pellets,1,0,N/A,A,-38.6725,178.00003,-38.67274,177.9989
"Pipe,2019-02-22,69,Gisborne,Midway Beach,100,10,10,2/22/2019 12:56:00 PM,2/22/2019 1:11:00 PM,15,2/22/2019 1:41:00 PM,2/22/2019 1:41:00 PM,12,Plastic,""Toys, balls & party poppers"",1,142,High,N/A,-38.6725,178.00003,-38.67274,177.9989"
Pipe,2019-02-22,69,Gisborne,Midway Beach,100,10,10,2/22/2019 12:56:00 PM,2/22/2019 1:11:00 PM,15,2/22/2019 1:41:00 PM,2/22/2019 1:41:00 PM,12,Plastic,Rope,3,6,High,N/A,-38.6725,178.00003,-38.67274,177.9989
Pipe,2019-02-22,69,Gisborne,Midway Beach,100,10,10,2/22/2019 12:56:00 PM,2/22/2019 1:11:00 PM,15,2/22/2019 1:41:00 PM,2/22/2019 1:41:00 PM,12,Plastic,Fibreglass fragments,1,6,High,N/A,-38.6725,178.00003,-38.67274,177.9989
"Pipe,2019-02-22,69,Gisborne,Midway Beach,100,10,10,2/22/2019 12:56:00 PM,2/22/2019 1:11:00 PM,15,2/22/2019 1:41:00 PM,2/22/2019 1:41:00 PM,12,Plastic,""Cigarettes, butts & filters"",6,4,High,N/A,-38.6725,178.00003,-38.67274,177.9989"
Pipe,2019-02-22,69,Gisborne,Midway Beach,100,10,10,2/22/2019 12:56:00 PM,2/22/2019 1:11:00 PM,15,2/22/2019 1:41:00 PM,2/22/2019 1:41:00 PM,12,Plastic,Bottle caps & lids,1,6,High,N/A,-38.6725,178.00003,-38.67274,177.9989
Pipe,2019-02-22,69,Gisborne,Midway Beach,100,10,10,2/22/2019 12:56:00 PM,2/22/2019 1:11:00 PM,15,2/22/2019 1:41:00 PM,2/22/2019 1:41:00 PM,12,Plastic,Gardening & farming related,2,6,High,N/A,-38.6725,178.00003,-38.67274,177.9989
"Pipe,2019-02-22,69,Gisborne,Midway Beach,100,10,10,2/22/2019 12:56:00 PM,2/22/2019 1:11:00 PM,15,2/22/2019 1:41:00 PM,2/22/2019 1:41:00 PM,12,Cloth,""Clothing, hats, gloves & towels"",2,1768,Low,N/A,-38.6725,178.00003,-38.67274,177.9989"
Pipe,2019-02-22,69,Gisborne,Midway Beach,100,10,10,2/22/2019 12:56:00 PM,2/22/2019 1:11:00 PM,15,2/22/2019 1:41:00 PM,2/22/2019 1:41:00 PM,12,Glass & ceramic,Construction material,7,203,High,N/A,-38.6725,178.00003,-38.67274,177.9989
Pipe,2019-02-22,69,Gisborne,Midway Beach,100,10,10,2/22/2019 12:56:00 PM,2/22/2019 1:11:00 PM,15,2/22/2019 1:41:00 PM,2/22/2019 1:41:00 PM,12,Other,Sanitary items,3,0,N/A,N/A,-38.6725,178.00003,-38.67274,177.9989
Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Plastic,Resin pellets,1,0,N/A,A,-41.02807,174.88626,-41.02889,174.88563
Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Plastic,Food wrappers,1,1,High,N/A,-41.02807,174.88626,-41.02889,174.88563
Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Rubber,Unidentifiable rubber fragments,1,2,High,N/A,-41.02807,174.88626,-41.02889,174.88563
Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Foamed Plastic,Ear plugs,1,1,High,N/A,-41.02807,174.88626,-41.02889,174.88563
Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Plastic,Fishing line,1,1,High,N/A,-41.02807,174.88626,-41.02889,174.88563
Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Plastic,Fishing gear,1,7,High,N/A,-41.02807,174.88626,-41.02889,174.88563
Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Plastic,Straws,2,1,High,N/A,-41.02807,174.88626,-41.02889,174.88563
"Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Cloth,""Rope, line or string (natural)"",8,4,High,N/A,-41.02807,174.88626,-41.02889,174.88563"
Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Plastic,Lollipop sticks & cotton buds,2,1,High,N/A,-41.02807,174.88626,-41.02889,174.88563
Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Plastic,Unidentifiable hard plastic fragments,39,57,High,N/A,-41.02807,174.88626,-41.02889,174.88563
Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Wood,Processed timber & pallet crates,2,258,High,N/A,-41.02807,174.88626,-41.02889,174.88563
Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Glass & ceramic,Glass or ceramic fragments,327,939,High,N/A,-41.02807,174.88626,-41.02889,174.88563
Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Plastic,Shotgun wadding & shells,2,4,High,N/A,-41.02807,174.88626,-41.02889,174.88563
Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Paper & cardboard,Paper,1,1,High,N/A,-41.02807,174.88626,-41.02889,174.88563
"Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Plastic,""Cigarettes, butts & filters"",4,1,High,N/A,-41.02807,174.88626,-41.02889,174.88563"
Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Plastic,Gardening & farming related,4,110,High,N/A,-41.02807,174.88626,-41.02889,174.88563
Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Glass & ceramic,Construction material,7,172,High,N/A,-41.02807,174.88626,-41.02889,174.88563
"Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Plastic,""Toys, balls & party poppers"",1,3,High,N/A,-41.02807,174.88626,-41.02889,174.88563"
Pukerua bay pa site,2019-03-19,81,Wellington,Pukerua Bay,100,10,8,3/19/2019 11:25:00 AM,3/19/2019 12:24:00 PM,4,3/19/2019 12:26:00 PM,3/19/2019 12:48:00 PM,4,Plastic,Bottle caps & lids,2,3,High,N/A,-41.02807,174.88626,-41.02889,174.88563
Riversdale surf club,2019-04-02,86,Wairarapa,Riversdale Beach,100,10,10,4/2/2019 11:22:00 AM,4/2/2019 12:22:00 PM,16,4/2/2019 11:43:00 AM,4/2/2019 11:59:00 AM,16,Plastic,Resin pellets,1,0,N/A,A,-41.08714,176.07601,-41.08808,176.07527
Riversdale surf club,2019-04-02,86,Wairarapa,Riversdale Beach,100,10,10,4/2/2019 11:22:00 AM,4/2/2019 12:22:00 PM,16,4/2/2019 11:43:00 AM,4/2/2019 11:59:00 AM,16,Paper & cardboard,Cardboard boxes & fragments,6,38,Low,N/A,-41.08714,176.07601,-41.08808,176.07527
Riversdale surf club,2019-04-02,86,Wairarapa,Riversdale Beach,100,10,10,4/2/2019 11:22:00 AM,4/2/2019 12:22:00 PM,16,4/2/2019 11:43:00 AM,4/2/2019 11:59:00 AM,16,Plastic,Food wrappers,5,2,High,N/A,-41.08714,176.07601,-41.08808,176.07527
Riversdale surf club,2019-04-02,86,Wairarapa,Riversdale Beach,100,10,10,4/2/2019 11:22:00 AM,4/2/2019 12:22:00 PM,16,4/2/2019 11:43:00 AM,4/2/2019 11:59:00 AM,16,Plastic,Fishing line,1,1,Low,N/A,-41.08714,176.07601,-41.08808,176.07527
Riversdale surf club,2019-04-02,86,Wairarapa,Riversdale Beach,100,10,10,4/2/2019 11:22:00 AM,4/2/2019 12:22:00 PM,16,4/2/2019 11:43:00 AM,4/2/2019 11:59:00 AM,16,Glass & ceramic,Glass or ceramic fragments,1,8,High,N/A,-41.08714,176.07601,-41.08808,176.07527
Riversdale surf club,2019-04-02,86,Wairarapa,Riversdale Beach,100,10,10,4/2/2019 11:22:00 AM,4/2/2019 12:22:00 PM,16,4/2/2019 11:43:00 AM,4/2/2019 11:59:00 AM,16,Plastic,Rope,1,4,High,N/A,-41.08714,176.07601,-41.08808,176.07527
"Riversdale surf club,2019-04-02,86,Wairarapa,Riversdale Beach,100,10,10,4/2/2019 11:22:00 AM,4/2/2019 12:22:00 PM,16,4/2/2019 11:43:00 AM,4/2/2019 11:59:00 AM,16,Plastic,""Cigarettes, butts & filters"",1,0,Low,N/A,-41.08714,176.07601,-41.08808,176.07527"
Riversdale surf club,2019-04-02,86,Wairarapa,Riversdale Beach,100,10,10,4/2/2019 11:22:00 AM,4/2/2019 12:22:00 PM,16,4/2/2019 11:43:00 AM,4/2/2019 11:59:00 AM,16,Plastic,Unidentifiable hard plastic fragments,1,0,High,N/A,-41.08714,176.07601,-41.08808,176.07527
Riversdale surf club,2019-04-02,86,Wairarapa,Riversdale Beach,100,10,10,4/2/2019 11:22:00 AM,4/2/2019 12:22:00 PM,16,4/2/2019 11:43:00 AM,4/2/2019 11:59:00 AM,16,Wood,Wooden utensils,1,2,High,N/A,-41.08714,176.07601,-41.08808,176.07527
South end of the bay,2019-04-27,131,Northland,Matai Bay,100,10,10,4/27/2019 4:25:00 PM,4/27/2019 4:47:00 PM,19,4/27/2019 4:50:00 PM,4/27/2019 5:00:00 PM,14,Plastic,Resin pellets,1,0,N/A,A,-34.82851,173.41081,-34.8286,173.4096
"South end of the bay,2019-04-27,131,Northland,Matai Bay,100,10,10,4/27/2019 4:25:00 PM,4/27/2019 4:47:00 PM,19,4/27/2019 4:50:00 PM,4/27/2019 5:00:00 PM,14,Plastic,""Cigarettes, butts & filters"",3,1,Low,N/A,-34.82851,173.41081,-34.8286,173.4096"
South end of the bay,2019-04-27,131,Northland,Matai Bay,100,10,10,4/27/2019 4:25:00 PM,4/27/2019 4:47:00 PM,19,4/27/2019 4:50:00 PM,4/27/2019 5:00:00 PM,14,Plastic,Cable ties & zip ties,1,1,Low,N/A,-34.82851,173.41081,-34.8286,173.4096
South end of the bay,2019-04-27,131,Northland,Matai Bay,100,10,10,4/27/2019 4:25:00 PM,4/27/2019 4:47:00 PM,19,4/27/2019 4:50:00 PM,4/27/2019 5:00:00 PM,14,Plastic,Fishing line,4,1,Low,N/A,-34.82851,173.41081,-34.8286,173.4096
"South end of the bay,2019-04-27,131,Northland,Matai Bay,100,10,10,4/27/2019 4:25:00 PM,4/27/2019 4:47:00 PM,19,4/27/2019 4:50:00 PM,4/27/2019 5:00:00 PM,14,Metal,""Bottle caps, lids & pull tabs"",4,6,High,N/A,-34.82851,173.41081,-34.8286,173.4096"
"South end of the bay,2019-04-27,131,Northland,Matai Bay,100,10,10,4/27/2019 4:25:00 PM,4/27/2019 4:47:00 PM,19,4/27/2019 4:50:00 PM,4/27/2019 5:00:00 PM,14,Paper & cardboard,""Cups, food trays & wrappers"",1,1,Low,N/A,-34.82851,173.41081,-34.8286,173.4096"
South end of the bay,2019-04-27,131,Northland,Matai Bay,100,10,10,4/27/2019 4:25:00 PM,4/27/2019 4:47:00 PM,19,4/27/2019 4:50:00 PM,4/27/2019 5:00:00 PM,14,Metal,Foil wrappers,3,2,Low,N/A,-34.82851,173.41081,-34.8286,173.4096
South end of the bay,2019-04-27,131,Northland,Matai Bay,100,10,10,4/27/2019 4:25:00 PM,4/27/2019 4:47:00 PM,19,4/27/2019 4:50:00 PM,4/27/2019 5:00:00 PM,14,Paper & cardboard,Paper,2,1,Low,N/A,-34.82851,173.41081,-34.8286,173.4096
South end of the bay,2019-04-27,131,Northland,Matai Bay,100,10,10,4/27/2019 4:25:00 PM,4/27/2019 4:47:00 PM,19,4/27/2019 4:50:00 PM,4/27/2019 5:00:00 PM,14,Other,Sanitary items,1,0,N/A,N/A,-34.82851,173.41081,-34.8286,173.4096
South end of the bay,2019-04-27,131,Northland,Matai Bay,100,10,10,4/27/2019 4:25:00 PM,4/27/2019 4:47:00 PM,19,4/27/2019 4:50:00 PM,4/27/2019 5:00:00 PM,14,Plastic,Rope,21,2,High,N/A,-34.82851,173.41081,-34.8286,173.4096
South end of the bay,2019-04-27,131,Northland,Matai Bay,100,10,10,4/27/2019 4:25:00 PM,4/27/2019 4:47:00 PM,19,4/27/2019 4:50:00 PM,4/27/2019 5:00:00 PM,14,Rubber,Unidentifiable rubber fragments,3,6,High,N/A,-34.82851,173.41081,-34.8286,173.4096
South end of the bay,2019-04-27,131,Northland,Matai Bay,100,10,10,4/27/2019 4:25:00 PM,4/27/2019 4:47:00 PM,19,4/27/2019 4:50:00 PM,4/27/2019 5:00:00 PM,14,Wood,Processed timber & pallet crates,1,101,High,N/A,-34.82851,173.41081,-34.8286,173.4096
South end of the bay,2019-04-27,131,Northland,Matai Bay,100,10,10,4/27/2019 4:25:00 PM,4/27/2019 4:47:00 PM,19,4/27/2019 4:50:00 PM,4/27/2019 5:00:00 PM,14,Plastic,Unidentifiable hard plastic fragments,8,3,High,N/A,-34.82851,173.41081,-34.8286,173.4096
South end of the bay,2019-04-27,131,Northland,Matai Bay,100,10,10,4/27/2019 4:25:00 PM,4/27/2019 4:47:00 PM,19,4/27/2019 4:50:00 PM,4/27/2019 5:00:00 PM,14,Plastic,Plastic bags,1,1,High,N/A,-34.82851,173.41081,-34.8286,173.4096
South end of the bay,2019-04-27,131,Northland,Matai Bay,100,10,10,4/27/2019 4:25:00 PM,4/27/2019 4:47:00 PM,19,4/27/2019 4:50:00 PM,4/27/2019 5:00:00 PM,14,Plastic,Food wrappers,2,1,Low,N/A,-34.82851,173.41081,-34.8286,173.4096
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Plastic,Resin pellets,1,0,N/A,A,-36.82809,174.6548,-36.8272,174.65466
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Metal,Aluminium drink cans,1,1,Low,N/A,-36.82809,174.6548,-36.8272,174.65466
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Plastic,Strapping bands,2,5,Low,N/A,-36.82809,174.6548,-36.8272,174.65466
"Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Cloth,""Canvas, sailcloth & sacking (hessian)"",2,31,Low,N/A,-36.82809,174.6548,-36.8272,174.65466"
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Rubber,Unidentifiable rubber fragments,8,51,Low,N/A,-36.82809,174.6548,-36.8272,174.65466
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Plastic,Unidentifiable hard plastic fragments,56,80,Low,N/A,-36.82809,174.6548,-36.8272,174.65466
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Plastic,Medical waste,2,3,High,N/A,-36.82809,174.6548,-36.8272,174.65466
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Plastic,Clothes pegs,2,4,High,N/A,-36.82809,174.6548,-36.8272,174.65466
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Plastic,Food containers,1,2,High,N/A,-36.82809,174.6548,-36.8272,174.65466
"Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Metal,""Wire, wire mesh & barbed wire"",1,60,Low,N/A,-36.82809,174.6548,-36.8272,174.65466"
"Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Plastic,""Toys, balls & party poppers"",2,1,High,N/A,-36.82809,174.6548,-36.8272,174.65466"
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Plastic,Food wrappers,30,18,Low,N/A,-36.82809,174.6548,-36.8272,174.65466
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Plastic,Straws,5,1,High,N/A,-36.82809,174.6548,-36.8272,174.65466
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Wood,Processed timber & pallet crates,7,870,High,N/A,-36.82809,174.6548,-36.8272,174.65466
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Glass & ceramic,Glass or ceramic fragments,199,484,Low,N/A,-36.82809,174.6548,-36.8272,174.65466
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Plastic,Plastic bags,7,1156,Low,N/A,-36.82809,174.6548,-36.8272,174.65466
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Foamed Plastic,Foam sponge,7,3,High,N/A,-36.82809,174.6548,-36.8272,174.65466
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Plastic,Lollipop sticks & cotton buds,9,3,High,N/A,-36.82809,174.6548,-36.8272,174.65466
"Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Cloth,""Rope, line or string (natural)"",5,16,High,N/A,-36.82809,174.6548,-36.8272,174.65466"
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Plastic,Bottle caps & lids,12,15,Low,N/A,-36.82809,174.6548,-36.8272,174.65466
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Plastic,Fibreglass fragments,58,219,High,N/A,-36.82809,174.6548,-36.8272,174.65466
"Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Plastic,""Cigarettes, butts & filters"",3,1,Low,N/A,-36.82809,174.6548,-36.8272,174.65466"
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Other,Other (specify),1,141,Low,N/A,-36.82809,174.6548,-36.8272,174.65466
Spinnaker Reserve,2019-04-02,87,Auckland,Little Shoal Bay,80,8,10,4/2/2019 11:18:00 AM,4/2/2019 12:22:00 PM,19,4/2/2019 1:22:00 PM,4/2/2019 1:59:00 PM,12,Glass & ceramic,Construction material,15,11139,Low,N/A,-36.82809,174.6548,-36.8272,174.65466
Tahunanui Beach Rocks Road,2019-04-06,94,Nelson,Tahunanui Beach (Rocks Road),100,10,10,4/6/2019 3:00:00 PM,4/6/2019 4:05:00 PM,7,4/6/2019 4:20:00 PM,4/6/2019 4:48:00 PM,7,Plastic,Resin pellets,1,0,N/A,B,-41.27906,173.25154,-41.27894,173.25035
Tahunanui Beach Rocks Road,2019-04-06,94,Nelson,Tahunanui Beach (Rocks Road),100,10,10,4/6/2019 3:00:00 PM,4/6/2019 4:05:00 PM,7,4/6/2019 4:20:00 PM,4/6/2019 4:48:00 PM,7,Plastic,Bottle seals & tabs,1,1,Low,N/A,-41.27906,173.25154,-41.27894,173.25035
Tahunanui Beach Rocks Road,2019-04-06,94,Nelson,Tahunanui Beach (Rocks Road),100,10,10,4/6/2019 3:00:00 PM,4/6/2019 4:05:00 PM,7,4/6/2019 4:20:00 PM,4/6/2019 4:48:00 PM,7,Plastic,Unidentifiable hard plastic fragments,76,37,High,N/A,-41.27906,173.25154,-41.27894,173.25035
Tahunanui Beach Rocks Road,2019-04-06,94,Nelson,Tahunanui Beach (Rocks Road),100,10,10,4/6/2019 3:00:00 PM,4/6/2019 4:05:00 PM,7,4/6/2019 4:20:00 PM,4/6/2019 4:48:00 PM,7,Plastic,Fishing gear,2,3,High,N/A,-41.27906,173.25154,-41.27894,173.25035
Tahunanui Beach Rocks Road,2019-04-06,94,Nelson,Tahunanui Beach (Rocks Road),100,10,10,4/6/2019 3:00:00 PM,4/6/2019 4:05:00 PM,7,4/6/2019 4:20:00 PM,4/6/2019 4:48:00 PM,7,Foamed Plastic,Ear plugs,1,2,High,N/A,-41.27906,173.25154,-41.27894,173.25035
"Tahunanui Beach Rocks Road,2019-04-06,94,Nelson,Tahunanui Beach (Rocks Road),100,10,10,4/6/2019 3:00:00 PM,4/6/2019 4:05:00 PM,7,4/6/2019 4:20:00 PM,4/6/2019 4:48:00 PM,7,Plastic,""Cigarettes, butts & filters"",332,60,Low,N/A,-41.27906,173.25154,-41.27894,173.25035"
Tahunanui Beach Rocks Road,2019-04-06,94,Nelson,Tahunanui Beach (Rocks Road),100,10,10,4/6/2019 3:00:00 PM,4/6/2019 4:05:00 PM,7,4/6/2019 4:20:00 PM,4/6/2019 4:48:00 PM,7,Glass & ceramic,Construction material,2,330,High,N/A,-41.27906,173.25154,-41.27894,173.25035
