#source: https://catalogue.data.govt.nz/dataset/marine-litter-2018-2019
SurveyArea,SurveyDate,SurveyId,Region,MonitoringSite,SurveyLengthMeters,AboveHighTideMeters,BelowHighTideMeters,SurveyStartDateTime,SurveyEndDateTime,TotalNumberOfCitizenScientists,AuditStartDateTime,AuditEndDateTime,NumberOfAuditors,LitterCategory,LitterItem,Count,Weight,WeightConfidence,Grade,SurveyAreaLatitudeStart,SurveyAreaLongitudeStart,SurveyAreaLatitudeEnd,SurveyAreaLongitudeEnd
Hamiltons gap,2019-02-20,66,Auckland,Hamiltons Gap Beach,100,10,10,2/20/2019 5:18:00 PM,2/20/2019 5:59:00 PM,8,2/20/2019 6:31:00 PM,2/20/2019 6:31:00 PM,7,Plastic,Unidentifiable hard plastic fragments,1469,817,Low,N/A,-37.13153,174.57239,-37.13073,174.57181
Hamiltons gap,2019-02-20,66,Auckland,Hamiltons Gap Beach,100,10,10,2/20/2019 5:18:00 PM,2/20/2019 5:59:00 PM,8,2/20/2019 6:31:00 PM,2/20/2019 6:31:00 PM,7,Plastic,Food containers,150,56,Low,N/A,-37.13153,174.57239,-37.13073,174.57181
Hamiltons gap,2019-02-20,66,Auckland,Hamiltons Gap Beach,100,10,10,2/20/2019 5:18:00 PM,2/20/2019 5:59:00 PM,8,2/20/2019 6:31:00 PM,2/20/2019 6:31:00 PM,7,Plastic,Other (specify),1,8,High,N/A,-37.13153,174.57239,-37.13073,174.57181
Hamiltons gap,2019-02-20,66,Auckland,Hamiltons Gap Beach,100,10,10,2/20/2019 5:18:00 PM,2/20/2019 5:59:00 PM,8,2/20/2019 6:31:00 PM,2/20/2019 6:31:00 PM,7,Plastic,Fishing gear,4,16,High,N/A,-37.13153,174.57239,-37.13073,174.57181
Hamiltons gap,2019-02-20,66,Auckland,Hamiltons Gap Beach,100,10,10,2/20/2019 5:18:00 PM,2/20/2019 5:59:00 PM,8,2/20/2019 6:31:00 PM,2/20/2019 6:31:00 PM,7,Plastic,Gardening & farming related,1,8,High,N/A,-37.13153,174.57239,-37.13073,174.57181
"Hamiltons gap,2019-02-20,66,Auckland,Hamiltons Gap Beach,100,10,10,2/20/2019 5:18:00 PM,2/20/2019 5:59:00 PM,8,2/20/2019 6:31:00 PM,2/20/2019 6:31:00 PM,7,Metal,""Bottle caps, lids & pull tabs"",1,3,High,N/A,-37.13153,174.57239,-37.13073,174.57181"
"Hamiltons gap,2019-02-20,66,Auckland,Hamiltons Gap Beach,100,10,10,2/20/2019 5:18:00 PM,2/20/2019 5:59:00 PM,8,2/20/2019 6:31:00 PM,2/20/2019 6:31:00 PM,7,Plastic,""Cigarettes, butts & filters"",18,8,Low,N/A,-37.13153,174.57239,-37.13073,174.57181"
Hamiltons gap,2019-02-20,66,Auckland,Hamiltons Gap Beach,100,10,10,2/20/2019 5:18:00 PM,2/20/2019 5:59:00 PM,8,2/20/2019 6:31:00 PM,2/20/2019 6:31:00 PM,7,Plastic,Lollipop sticks & cotton buds,50,23,Low,N/A,-37.13153,174.57239,-37.13073,174.57181
Hamiltons gap,2019-02-20,66,Auckland,Hamiltons Gap Beach,100,10,10,2/20/2019 5:18:00 PM,2/20/2019 5:59:00 PM,8,2/20/2019 6:31:00 PM,2/20/2019 6:31:00 PM,7,Plastic,Straws,6,8,Low,N/A,-37.13153,174.57239,-37.13073,174.57181
Hamiltons gap,2019-02-20,66,Auckland,Hamiltons Gap Beach,100,10,10,2/20/2019 5:18:00 PM,2/20/2019 5:59:00 PM,8,2/20/2019 6:31:00 PM,2/20/2019 6:31:00 PM,7,Plastic,Food wrappers,21,49,Low,N/A,-37.13153,174.57239,-37.13073,174.57181
Hamiltons gap,2019-02-20,66,Auckland,Hamiltons Gap Beach,100,10,10,2/20/2019 5:18:00 PM,2/20/2019 5:59:00 PM,8,2/20/2019 6:31:00 PM,2/20/2019 6:31:00 PM,7,Plastic,Bottle caps & lids,128,127,Low,N/A,-37.13153,174.57239,-37.13073,174.57181
Hamiltons gap,2019-02-20,66,Auckland,Hamiltons Gap Beach,100,10,10,2/20/2019 5:18:00 PM,2/20/2019 5:59:00 PM,8,2/20/2019 6:31:00 PM,2/20/2019 6:31:00 PM,7,Foamed Plastic,Foam sponge,2,1,High,N/A,-37.13153,174.57239,-37.13073,174.57181
Hamiltons gap,2019-02-20,66,Auckland,Hamiltons Gap Beach,100,10,10,2/20/2019 5:18:00 PM,2/20/2019 5:59:00 PM,8,2/20/2019 6:31:00 PM,2/20/2019 6:31:00 PM,7,Foamed Plastic,Polystyrene insulation or packaging,3,3,High,N/A,-37.13153,174.57239,-37.13073,174.57181
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,Resin pellets,1,0,N/A,A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Glass & ceramic,Construction material,11,1212,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Glass & ceramic,Bottles & jars,1,193,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Glass & ceramic,Light globes/bulbs,1,35,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Glass & ceramic,Glass or ceramic fragments,284,3862,High,N/A,-35.7297,174.33475,-35.7307,174.33492
"Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Metal,""Wire, wire mesh & barbed wire"",3,16,High,N/A,-35.7297,174.33475,-35.7307,174.33492"
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Metal,Unidentifiable metal fragments,5,802,High,N/A,-35.7297,174.33475,-35.7307,174.33492
"Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Metal,""Bottle caps, lids & pull tabs"",27,17,High,N/A,-35.7297,174.33475,-35.7307,174.33492"
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Cloth,Other cloth (including rags),4,1846,Low,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Metal,Aluminium drink cans,5,216,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Metal,Metal vehicle parts,3,52,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Paper & cardboard,Cardboard boxes & fragments,11,14,Low,N/A,-35.7297,174.33475,-35.7307,174.33492
"Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Rubber,""Balloons, tennis balls, footballs, dog toys etc"",7,55,High,N/A,-35.7297,174.33475,-35.7307,174.33492"
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Rubber,Inner-tubes and rubber sheet,6,281,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Wood,Corks,3,28,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Wood,Processed timber & pallet crates,13,4530,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Other,Batteries (Household),1,15,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Metal,Foil wrappers,8,50,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Cloth,Footwear & shoes,7,528,Low,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Foamed Plastic,Unidentifiable foamed plastic fragments,147,114,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,Gardening & farming related,1,4,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,Pens,2,6,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,Rope,10,150,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,Fishing gear,1,0,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,Bottle caps & lids,42,82,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,Clothes pegs,12,27,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,Cigarette lighters,2,27,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,Plastic utensils,3,4,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,Bottles <= 2 L,4,88,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,Lollipop sticks & cotton buds,53,25,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,Straws,52,22,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,Medical waste,2,3,High,N/A,-35.7297,174.33475,-35.7307,174.33492
"Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,""Toys, balls & party poppers"",8,10,High,N/A,-35.7297,174.33475,-35.7307,174.33492"
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,Parking tickets & receipts,17,7,Low,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,Food wrappers,305,126,High,N/A,-35.7297,174.33475,-35.7307,174.33492
"Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,""Cigarettes, butts & filters"",35,12,High,N/A,-35.7297,174.33475,-35.7307,174.33492"
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,Unidentifiable hard plastic fragments,266,244,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Plastic,Plastic bags,75,211,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Other,Sanitary items,8,0,N/A,N/A,-35.7297,174.33475,-35.7307,174.33492
Hatea,2019-02-01,74,Northland,Hatea River,100,1,10,2/1/2019 1:10:00 PM,2/1/2019 2:06:00 PM,11,2/1/2019 2:53:00 PM,2/1/2019 4:10:00 PM,6,Other,Appliances & electronics,1,39,High,N/A,-35.7297,174.33475,-35.7307,174.33492
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Plastic,Bottle caps & lids,3,57,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Rubber,Unidentifiable rubber fragments,4,12,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Rubber,Rubber bands,2,1,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Paper & cardboard,Fireworks,3,11,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Paper & cardboard,Paper,4,4,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Metal,Foil wrappers,4,4,Medium,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Metal,Aluminium drink cans,1,20,Medium,N/A,-41.34342,174.77398,-41.34347,174.7728
"Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Metal,""Bottle caps, lids & pull tabs"",3,8,High,N/A,-41.34342,174.77398,-41.34347,174.7728"
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Glass & ceramic,Glass or ceramic fragments,21,75,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Glass & ceramic,Construction material,8,1075,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Foamed Plastic,Unidentifiable foamed plastic fragments,18,4,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Plastic,Gardening & farming related,20,13,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Plastic,Shotgun wadding & shells,7,19,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Wood,Processed timber & pallet crates,25,557,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Plastic,Lollipop sticks & cotton buds,50,16,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Plastic,Pens,11,31,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Plastic,Unidentifiable hard plastic fragments,190,269,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Plastic,Strapping bands,6,4,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Plastic,Rope,14,25,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Plastic,Fishing gear,3,6,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Plastic,Medical waste,4,4,High,N/A,-41.34342,174.77398,-41.34347,174.7728
"Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Plastic,""Cigarettes, butts & filters"",121,20,High,N/A,-41.34342,174.77398,-41.34347,174.7728"
"Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Plastic,""Toys, balls & party poppers"",2,1,Low,N/A,-41.34342,174.77398,-41.34347,174.7728"
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Plastic,Food wrappers,38,82,Medium,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Plastic,Straws,32,35,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Plastic,Plastic utensils,1,2,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Plastic,Bottle neck rings,9,2,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Plastic,Clothes pegs,7,9,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Island Bay,2018-11-07,36,Wellington,Island Bay,100,10,10,11/7/2018 5:30:00 PM,11/7/2018 6:00:00 PM,12,11/7/2018 6:00:00 PM,11/7/2018 6:30:00 PM,12,Other,Paraffin or wax,1,8,High,N/A,-41.34342,174.77398,-41.34347,174.7728
Kaiwharawhara estuary,2019-03-10,77,Wellington,Kaiwharawhara Estuary,60,4,4,3/10/2019 3:37:00 PM,3/10/2019 4:40:00 PM,14,3/10/2019 5:52:00 PM,3/10/2019 7:50:00 PM,7,Plastic,Resin pellets,1,0,N/A,B,-41.26181,174.79113,-41.26207,174.79163
Kaiwharawhara estuary,2019-03-10,77,Wellington,Kaiwharawhara Estuary,60,4,4,3/10/2019 3:37:00 PM,3/10/2019 4:40:00 PM,14,3/10/2019 5:52:00 PM,3/10/2019 7:50:00 PM,7,Paper & cardboard,Paper,0,0,High,N/A,-41.26181,174.79113,-41.26207,174.79163
Kaiwharawhara estuary,2019-03-10,77,Wellington,Kaiwharawhara Estuary,60,4,4,3/10/2019 3:37:00 PM,3/10/2019 4:40:00 PM,14,3/10/2019 5:52:00 PM,3/10/2019 7:50:00 PM,7,Plastic,Parking tickets & receipts,14,9,High,N/A,-41.26181,174.79113,-41.26207,174.79163
"Kaiwharawhara estuary,2019-03-10,77,Wellington,Kaiwharawhara Estuary,60,4,4,3/10/2019 3:37:00 PM,3/10/2019 4:40:00 PM,14,3/10/2019 5:52:00 PM,3/10/2019 7:50:00 PM,7,Plastic,""Cigarettes, butts & filters"",101,39,High,N/A,-41.26181,174.79113,-41.26207,174.79163"
Kaiwharawhara estuary,2019-03-10,77,Wellington,Kaiwharawhara Estuary,60,4,4,3/10/2019 3:37:00 PM,3/10/2019 4:40:00 PM,14,3/10/2019 5:52:00 PM,3/10/2019 7:50:00 PM,7,Plastic,Medical waste,7,34,High,N/A,-41.26181,174.79113,-41.26207,174.79163
Kaiwharawhara estuary,2019-03-10,77,Wellington,Kaiwharawhara Estuary,60,4,4,3/10/2019 3:37:00 PM,3/10/2019 4:40:00 PM,14,3/10/2019 5:52:00 PM,3/10/2019 7:50:00 PM,7,Foamed Plastic,Ear plugs,5,3,High,N/A,-41.26181,174.79113,-41.26207,174.79163
Kaiwharawhara estuary,2019-03-10,77,Wellington,Kaiwharawhara Estuary,60,4,4,3/10/2019 3:37:00 PM,3/10/2019 4:40:00 PM,14,3/10/2019 5:52:00 PM,3/10/2019 7:50:00 PM,7,Metal,Foil wrappers,14,40,High,N/A,-41.26181,174.79113,-41.26207,174.79163
"Kaiwharawhara estuary,2019-03-10,77,Wellington,Kaiwharawhara Estuary,60,4,4,3/10/2019 3:37:00 PM,3/10/2019 4:40:00 PM,14,3/10/2019 5:52:00 PM,3/10/2019 7:50:00 PM,7,Metal,""Bottle caps, lids & pull tabs"",9,14,High,N/A,-41.26181,174.79113,-41.26207,174.79163"
Kaiwharawhara estuary,2019-03-10,77,Wellington,Kaiwharawhara Estuary,60,4,4,3/10/2019 3:37:00 PM,3/10/2019 4:40:00 PM,14,3/10/2019 5:52:00 PM,3/10/2019 7:50:00 PM,7,Plastic,Bottle seals & tabs,15,7,High,N/A,-41.26181,174.79113,-41.26207,174.79163
